,0
12764,CTNNBIP1
12765,MFAP5
12766,TRPV5
12767,LY6G6D
12768,RNF187
12769,GPX7
12770,S1PR4
12771,GJC3
12772,TBL2
12773,RASA1
12774,PMAIP1
12775,POMT1
12776,RRP15
12777,PIMREG
12778,MCUR1
12779,RNF5
12780,WFDC12
12781,MED21
12782,CBS
12783,SBNO2
12784,FOXR2
12785,BBC3
12786,MRPS5
12787,DCTPP1
12788,CHMP4C
12789,TFDP1
12790,DBN1
12791,SP5
12792,STAT1
12793,TMEM181
12794,IFT43
12795,PCAT19
12796,KRT79
12797,PLXDC2
12798,RAB40C
12799,SPRED1
12800,KIFBP
12801,MMP11
12802,SLC4A7
12803,SH3BP5
12804,PTCHD1
12805,LURAP1
12806,FAM53C
12807,CEP350
12808,KCNA6
12809,GRIN3A
12810,PSMG1
12811,MT1F
12812,KCNN1
12813,SEL1L2
12814,TNS2
12815,ARPC2
12816,TIMM29
12817,SLC30A9
12818,TRAPPC11
12819,PAPOLB
12820,EIF3M
12821,LIPN
12822,CTAGE3P
12823,ATF5
12824,DCLRE1A
12825,DCAF17
12826,KCNK16
12827,AMZ1
12828,MAJIN
12829,PPIA
12830,ATP11A
12831,RNF217-AS1
12832,MIR33B
12833,C9orf89
12834,WBP4
12835,MMP16
12836,VKORC1L1
12837,HROB
12838,CMPK2
12839,TIGIT
12840,HMGB4
12841,DGCR2
12842,MYH8
12843,RNF44
12844,EXOSC9
12845,TSNARE1
12846,HMGCS1
12847,HOXA6
12848,ATOH1
12849,DYNC2I1
12850,FOXJ3
12851,ZNF135
12852,ALAS2
12853,XK
12854,PRAF2
12855,GBX1
12856,PALMD
12857,ACTRT3
12858,TGFBR3
12859,PAF1
12860,FPGT
12861,ABCG2
12862,CHM
12863,TMTC2
12864,SARM1
12865,LAYN
12866,STOM
12867,TLR4
12868,DYRK3
12869,TRE-TTC3-1
12870,ANXA4
12871,RASGRF2
12872,CDC42EP4
12873,BHLHB9
12874,CGB1
12875,SLC25A27
12876,LGALS4
12877,RPLP0
12878,GBX2
12879,RYR2
12880,FUT3
12881,LIN28A
12882,DAZ1
12883,LRRC8C
12884,SLC41A2
12885,UBE2D2
12886,ADAM32
12887,GYS2
12888,RCAN1
12889,UGT1A9
12890,IL17RB
12891,NSRP1
12892,KIRREL
12893,EREG
12894,LRFN4
12895,MRFAP1
12896,NCAPH
12897,HUWE1
12898,HKDC1
12899,ZNF214
12900,PRL
12901,CDO1
12902,SPOCD1
12903,TTYH3
12904,RGS6
12905,NODAL
12906,NR1D1
12907,FOXCUT
12908,GNS
12909,CCS
12910,SCGB2A2
12911,APOLD1
12912,HGD
12913,RALY
12914,NVL
12915,TRIM50
12916,MTMR1
12917,SLC17A7
12918,TMPRSS4
12919,SNCAIP
12920,TAF9
12921,WDR70
12922,H2BU1
12923,SOX2
12924,FZD10
12925,OPN3
12926,LINC00672
12927,PIP4K2B
12928,INTS10
12929,RAD51AP1
12930,RPL17
12931,LARGE2
12932,EDN2
12933,TRIM59
12934,EPHX2
12935,NUDT21
12936,DIPK2B
12937,NME7
12938,PKN1
12939,CRKL
12940,PDCD11
12941,NUB1
12942,SOD3
12943,ANKK1
12944,ASCL1
12945,PORCN
12946,TINCR
12947,RAB4A
12948,KCNH3
12949,PIGK
12950,SCN4B
12951,APOBEC3D
12952,ZKSCAN5
12953,COMMD9
12954,RHOA
12955,FFAR3
12956,SEMA3C
12957,SLC39A11
12958,GOLGA7
12959,ZNF112
12960,MGAT4C
12961,KLKB1
12962,IL5
12963,NMB
12964,EFCAB3
12965,GLRB
12966,NEU3
12967,WDR45
12968,SSX8P
12969,APOBEC1
12970,DIPK2A
12971,AP3S1
12972,DAZ3
12973,OTOP2
12974,CENPC
12975,GTF2A1L
12976,SLC47A1
12977,ALKBH2
12978,OASL
12979,BABAM1
12980,SYNDIG1
12981,RAB24
12982,AQP6
12983,TENT5D
12984,HYOU1
12985,OLIG2
12986,C10orf82
12987,P4HA3
12988,ARHGAP23
12989,C9orf72
12990,ATP6V0A1
12991,SAMD9
12992,NDUFB6
12993,GALNTL5
12994,LRCH3
12995,BCL10
12996,IRAK3
12997,PGAP1
12998,TREML2
12999,SCARNA8
13000,PON3
13001,PRUNE2
13002,GABRB1
13003,SYT1
13004,PDZD3
13005,CYCS
13006,CHD1
13007,PIN1P1
13008,P2RX2
13009,SPTBN2
13010,MTCL1
13011,GPR35
13012,PCDHGA3
13013,CD19
13014,JAK1
13015,FCER2
13016,CXCL16
13017,CLDN1
13018,IL17RE
13019,IRAG2
13020,CHST1
13021,APBB3
13022,SNRNP27
13023,ELMO1
13024,EEF1A2
13025,HILPDA
13026,XIAP
13027,HBQ1
13028,MESD
13029,FNDC1
13030,PDGFRA
13031,RNF123
13032,CCDC59
13033,CNKSR2
13034,MATN3
13035,NFRKB
13036,SFRP5
13037,SNX4
13038,WSB1
13039,RBBP9
13040,C19orf60
13041,SERPINB6
13042,SPRR3
13043,RNF20
13044,PCARE
13045,STAP1
13046,MED27
13047,NGLY1
13048,KCNE2
13049,NFIB
13050,TBC1D7
13051,AASDHPPT
13052,AHI1
13053,CALR3
13054,LIX1
13055,PEG3
13056,FLI1
13057,ITM2A
13058,MACO1
13059,DNTTIP1
13060,NISCH
13061,FAIM
13062,LIMCH1
13063,PRMT7
13064,WIPF3
13065,NDUFAF7
13066,STARD3NL
13067,MIDN
13068,C9orf23
13069,LYPD6
13070,CCL4L1
13071,CBX3
13072,PIGR
13073,NCRNA00152
13074,IL17D
13075,KRTAP1-5
13076,MIR1-2
13077,CT47A5
13078,MT1IP
13079,ZP1
13080,BARX2
13081,NFIL3
13082,ARID1B
13083,INS
13084,SPATC1
13085,GABPA
13086,POU2F3
13087,GPR179
13088,TFEB
13089,MT-ATP8
13090,SSTR2
13091,FUT6
13092,PICK1
13093,RAB9A
13094,CHST11
13095,CYP4A22
13096,TMTC3
13097,MRPL52
13098,POLR2G
13099,TOX2
13100,ENTPD1
13101,TIAF1
13102,RABGGTB
13103,RPF2
13104,PRSS50
13105,SCAND1
13106,IDI2
13107,ACSM3
13108,PCGEM1
13109,PPP1R7
13110,SEC22C
13111,NT5C1B
13112,KATNA1
13113,CACYBP
13114,LYPLA2
13115,PTPRB
13116,EPHB4
13117,TMEM231
13118,CHST8
13119,ZDHHC19
13120,GPR37L1
13121,ARC
13122,MS4A4A
13123,DNAJB9
13124,RAPGEF1
13125,TXLNA
13126,NOBOX
13127,DUSP7
13128,H2AC20
13129,GSE1
13130,MTMR12
13131,ARL4D
13132,MACC1
13133,ESX1
13134,SFTPA1
13135,RIMBP3
13136,CATSPER4
13137,SMR3B
13138,FAM107A
13139,SERAC1
13140,PKP2
13141,PDSS2
13142,PANK3
13143,GATAD2B
13144,GAS2L1
13145,KLHDC3
13146,UBL4A
13147,URGCP
13148,DNAJB12
13149,ENOSF1
13150,TRIB3
13151,PGA5
13152,PFKFB1
13153,THBS3
13154,SLC14A1
13155,EEF2KMT
13156,FOXL1
13157,NOX1
13158,TRGC2
13159,FGF22
13160,KATNB1
13161,H1-3
13162,DELE1
13163,UCP2
13164,FAM120A
13165,CCL24
13166,RTN4RL1
13167,SLC6A13
13168,CDCA3
13169,ZNF346
13170,DCP1A
13171,PGGHG
13172,AK2
13173,ILF3
13174,PCP4
13175,GPR89B
13176,DYRK1A
13177,EVA1A
13178,ZNF132
13179,SKA3
13180,RPN2
13181,GNRH2
13182,GPR132
13183,PTHLH
13184,TAX1BP1
13185,IMMT
13186,GJA3
13187,PDHA2
13188,NOP14
13189,CYP2S1
13190,HLA-DRA
13191,PANCR
13192,GALNTL6
13193,PNRC2
13194,LINC01370
13195,FBLN7
13196,AGO4
13197,RORA
13198,AP1M1
13199,SLAMF8
13200,HOMEZ
13201,PARVB
13202,PIP4P1
13203,OSBPL8
13204,AMPD3
13205,PTGER1
13206,NR2C2AP
13207,TBX1
13208,CORO2B
13209,OR4C46
13210,PCDH20
13211,CDK5RAP3
13212,CHN1
13213,KCNA1
13214,PPP1R14B
13215,VTRNA1-2
13216,TSHR
13217,WFIKKN2
13218,REG1B
13219,C16orf13
13220,TOPBP1
13221,SMTN
13222,H2AC1
13223,UTP14A
13224,LLGL1
13225,ADH1C
13226,CBX6
13227,HEXD
13228,ATP2B1
13229,UBXN4
13230,NRXN3
13231,GPR31
13232,PLEKHH2
13233,OVOL3
13234,YES1
13235,CASS4
13236,SLC38A5
13237,RYBP
13238,SASH1
13239,SNX14
13240,CNTROB
13241,CLCA4
13242,LRFN2
13243,MAP1LC3A
13244,ASB10
13245,DCAF13
13246,GAGE12F
13247,VCAN
13248,TNPO2
13249,CDS1
13250,STAB1
13251,MFAP4
13252,RIT1
13253,MSI1
13254,EXTL3
13255,SLX1B
13256,NRG3
13257,CENPQ
13258,ALG10B
13259,VAMP4
13260,CPLX2
13261,ALG14
13262,BCAP29
13263,AIFM2
13264,TLX1NB
13265,SPART
13266,ESS2
13267,SLC31A2
13268,SH2D1A
13269,LZTR1
13270,CIITA
13271,CD5L
13272,HLA-DOA
13273,LCE1F
13274,MCIDAS
13275,ZNF44
13276,LDLR
13277,PMP22
13278,ASB7
13279,VTA1
13280,H2BC5
13281,ELP4
13282,GGTLC3
13283,ARHGAP6
13284,EXOC5
13285,SMPDL3B
13286,TBC1D17
13287,APH1A
13288,RMND1
13289,NCKIPSD
13290,SLC5A10
13291,MON1B
13292,KIR3DL2
13293,SFTPD
13294,RPS13
13295,SSX5
13296,UBQLN4
13297,RPS7
13298,NFE2L1
13299,GPR26
13300,HCN4
13301,CLK2
13302,SNTN
13303,LAS1L
13304,ZCCHC12
13305,ATXN1L
13306,TCTE1
13307,DUSP16
13308,C10orf118
13309,SORBS3
13310,FUCA2
13311,ERCC3
13312,MIR508
13313,RAB13
13314,COMTD1
13315,PIP5K1B
13316,HTT
13317,SAV1
13318,SFPQ
13319,KISS1R
13320,CORO2A
13321,NUDT3
13322,NT5C1A
13323,ERF
13324,PLEKHM3
13325,FAM90A12P
13326,ZNF181
13327,SCAF4
13328,CENPK
13329,ATRX
13330,EVL
13331,VLDLR
13332,FRMD6
13333,SLC6A1
13334,LPP
13335,TPO
13336,SLC25A18
13337,TMEM150C
13338,KRT32
13339,MLL5
13340,CA1
13341,PCDHB11
13342,SGCZ
13343,B4GALT5
13344,ATP6V1B2
13345,ADAM2
13346,SCARNA17
13347,GPRC5D
13348,GZMB
13349,DOK2
13350,SEC23A
13351,NCAN
13352,PRB3
13353,ATP6V1G2
13354,TSPAN18
13355,SPECC1L
13356,MIR409
13357,SLC7A1
13358,GH1
13359,DGKZ
13360,OPTN
13361,MPP7
13362,SPATA13
13363,MYO5A
13364,ITGA2B
13365,KLHDC10
13366,GPAT2
13367,TICRR
13368,LYPD5
13369,TFCP2L1
13370,SNHG3
13371,NUPR1
13372,CMKLR2
13373,TENM2
13374,TM9SF3
13375,TRIM67
13376,DENND2B
13377,NECTIN4
13378,ANKS3
13379,SYN3
13380,MVP
13381,PDE9A
13382,MAGEA5P
13383,FCGR2C
13384,STING1
13385,AEBP1
13386,MIR130A
13387,NKX1-1
13388,SHKBP1
13389,ZNHIT3
13390,MBNL3
13391,SLC39A10
13392,SHE
13393,TCAM1P
13394,CWC27
13395,JAM3
13396,GRK1
13397,AKR1B10
13398,CASC19
13399,CTTN
13400,MT-CO2
13401,RPTN
13402,RIT2
13403,ASL
13404,SHC4
13405,HSD17B10
13406,ISLR2
13407,SPATA5L1
13408,ONECUT3
13409,KDM4E
13410,NKX6-2
13411,SPRR1B
13412,CYTH3
13413,OR51E1
13414,IFNL2
13415,GIMAP4
13416,NLRC3
13417,PHLDA1
13418,LAMTOR3
13419,TRIM61
13420,RGS22
13421,LINC00663
13422,ENGASE
13423,DIXDC1
13424,SLC4A3
13425,MYOT
13426,ZNRF3
13427,VPS29
13428,HES2
13429,FGF19
13430,MFHAS1
13431,M6PR
13432,PKD2
13433,UBE2W
13434,LILRB5
13435,C5AR1
13436,HSPA1B
13437,PTX4
13438,ANAPC10
13439,ANAPC16
13440,VIT
13441,CASP9
13442,TMEM120B
13443,SLC45A4
13444,DOC2A
13445,RMI1
13446,OXTR
13447,TRAPPC6B
13448,SERPING1
13449,CRISP2
13450,KCNJ2
13451,SOAT1
13452,UPK1B
13453,GRAP2
13454,ARF5
13455,CYP4F11
13456,FASTKD5
13457,RMI2
13458,IQGAP2
13459,SLC25A30
13460,GCN1
13461,RHNO1
13462,GGA1
13463,IZUMO3
13464,FLOT2
13465,CREBL2
13466,PDP1
13467,ZSCAN9
13468,SFXN5
13469,IP6K2
13470,PTPRM
13471,HHATL
13472,MIR19B2
13473,SLC28A2
13474,TAF10
13475,MAGEA8
13476,RBMS2
13477,VPS54
13478,NLRC4
13479,SEC63
13480,ECRG4
13481,EEF2
13482,SEMA3A
13483,TCP11L2
13484,CNTN4
13485,CYTH2
13486,EBF4
13487,GZMH
13488,DRG1
13489,TMC6
13490,TBC1D24
13491,TRIM49
13492,GRIN2D
13493,GABARAPL1
13494,RGSL1
13495,LAMP5
13496,SLC12A9
13497,PRSS3
13498,DEFB103B
13499,SDC1
13500,EIF3E
13501,TSSK1B
13502,TNP1
13503,PNPLA7
13504,VAT1
13505,PLEKHA7
13506,THEG
13507,EFL1
13508,VCP
13509,SEPTIN5
13510,NOXO1
13511,SIRT3
13512,TUG1
13513,NBPF19
13514,SPTAN1
13515,RBMY1A1
13516,PDS5A
13517,BAG3
13518,PDIA6
13519,SRSF7
13520,CMA1
13521,CACTIN
13522,FILIP1
13523,EXD2
13524,TM2D2
13525,CTSA
13526,GDF15
13527,RTP3
13528,CD1C
13529,FAM58A
13530,RRAGC
13531,GLIS3
13532,UBXN10
13533,GRIN3B
13534,CYP46A1
13535,H3C8
13536,ASAH1
13537,PLEKHB1
13538,TBRG4
13539,CRIM1
13540,HOXA-AS2
13541,GSX2
13542,PIEZO2
13543,RAC2
13544,TAB3
13545,EIF2B1
13546,H2AC15
13547,CSF2RA
13548,CDC45
13549,KCNH1
13550,FARSA
13551,MT-TM
13552,PTGR2
13553,MIR96
13554,SLC16A3
13555,HTRA2
13556,MYH16
13557,FAM53A
13558,GAGE12I
13559,USH1C
13560,MRPS18B
13561,IL33
13562,PNMA5
13563,MPP4
13564,PIWIL4
13565,DNAAF4
13566,SLC2A13
13567,NACC1
13568,ZMIZ2
13569,CNOT6
13570,CCND1
13571,GLIS2
13572,TUBA8
13573,LAIR2
13574,BZW1
13575,GADD45G
13576,KIF23
13577,RCOR1
13578,HAX1
13579,HRG
13580,ELANE
13581,ENPP2
13582,FLG
13583,STK17A
13584,PPIE
13585,DLC1
13586,ERVK-7
13587,WWC1
13588,VCX3A
13589,ERCC2
13590,CFAP20
13591,TP53
13592,ZNF212
13593,GNB1L
13594,FITM2
13595,SOX10
13596,NPVF
13597,CEP135
13598,UPF3B
13599,TROAP
13600,TAF3
13601,MRTFB
13602,LIPB
13603,PSMB1
13604,TENT5A
13605,HDAC6
13606,CAMK2G
13607,MRGPRF
13608,CD302
13609,MET
13610,MIR302D
13611,MRI1
13612,KCNG2
13613,FYB1
13614,QDPR
13615,ZNF367
13616,SYDE1
13617,BFAR
13618,SNTA1
13619,TIFA
13620,SCAMP5
13621,ACOD1
13622,IRX6
13623,CCL23
13624,AGBL5
13625,SLC22A2
13626,AMY2B
13627,GPN1
13628,LIPE
13629,EFEMP1
13630,PCGF1
13631,ITCH
13632,CLEC4A
13633,FAM96B
13634,CDC5L
13635,CBX4
13636,SEZ6L
13637,FBXO28
13638,DBF4B
13639,UBE3C
13640,EPHX4
13641,CNPY4
13642,SLC5A7
13643,SUMF2
13644,TUBGCP4
13645,HECW1
13646,FBXW7
13647,CCL20
13648,KRT35
13649,RNPEPL1
13650,TNFAIP8
13651,RPL27A
13652,B2M
13653,H1-6
13654,BRF1
13655,MAGEF1
13656,RNASEL
13657,ACOT1
13658,AURKAIP1
13659,YBEY
13660,NINJ1
13661,TARBP1
13662,TMC8
13663,SLC35D3
13664,ZNF10
13665,SPACA3
13666,SPRR4
13667,ATXN1
13668,CCSER1
13669,TOP1
13670,GH2
13671,HOXB1
13672,KRT13
13673,GLRX2
13674,AMY1A
13675,TMEM9
13676,ANAPC5
13677,MLXIPL
13678,EXOSC4
13679,RPH3A
13680,ODAD3
13681,CTBP1
13682,ONECUT1
13683,MYH7
13684,KRTAP5-9
13685,AASDH
13686,LDOC1
13687,EYA3
13688,RUNDC2A
13689,PAM16
13690,KANK2
13691,FUT9
13692,MRPS23
13693,KRT27
13694,DHX40
13695,PSPC1
13696,PIGY
13697,TMBIM4
13698,SOCS6
13699,AAR2
13700,UCHL5
13701,LPIN1
13702,ABCD2
13703,NEU4
13704,GPX8
13705,NECTIN3
13706,ARMCX5
13707,TMOD2
13708,PCDH10
13709,UQCRB
13710,FENDRR
13711,ARL17B
13712,TET2
13713,ANKRD12
13714,ZP3
13715,LUZP4
13716,METAP2
13717,MZT2A
13718,LPCAT3
13719,NEK6
13720,COL16A1
13721,TGFBI
13722,CSN3
13723,GRIK1
13724,NR2F2
13725,BTF3P11
13726,NAMPT
13727,MMADHC
13728,SPOUT1
13729,MSRB2
13730,DGKB
13731,FDXR
13732,VWA3B
13733,HRH3
13734,COL1A1
13735,ADGRD1
13736,MUSTN1
13737,ABCC5
13738,FKBP14
13739,SLC24A2
13740,MIR181B2
13741,LAMTOR2
13742,ATP5I
13743,FAM20C
13744,CORO7
13745,TAOK1
13746,GLRX
13747,COA3
13748,PWAR5
13749,MTERF4
13750,ELF5
13751,TYMS
13752,LPCAT1
13753,BSDC1
13754,EIF1AY
13755,MRPS21
13756,CEP55
13757,CACNG3
13758,CAPN1
13759,TMPRSS11D
13760,RNF180
13761,PDZD4
13762,SF3A1
13763,XPO4
13764,SAR1A
13765,MIGA2
13766,RPS10
13767,GATA3
13768,INTS1
13769,RAX2
13770,RNF167
13771,INPP5F
13772,CHCHD1
13773,ZNF703
13774,SKA1
13775,CT47A11
13776,SLC3A2
13777,RABGAP1
13778,MT-TC
13779,SGO1
13780,SIX5
13781,MIR181B1
13782,PICSAR
13783,PARN
13784,PRDM1
13785,CYP2C8
13786,ZNF622
13787,RIMBP3C
13788,LEF1
13789,CFDP1
13790,NANOS2
13791,CPA1
13792,THNSL1
13793,KMT5A
13794,SEMA3E
13795,RRAGA
13796,APOA2
13797,RBM45
13798,ZFYVE1
13799,OTUD1
13800,ELMOD3
13801,ZNF197
13802,LEMD1
13803,REXO1
13804,LMF1
13805,COL4A5
13806,MRPL46
13807,GAS2L2
13808,ARL16
13809,MYBPH
13810,MBOAT7
13811,PSD4
13812,MIRLET7D
13813,ADGB
13814,BTBD3
13815,GP9
13816,OVCA2
13817,VAPA
13818,GON7
13819,BSPH1
13820,CENPS
13821,WDR77
13822,ETFA
13823,TRAPPC14
13824,CDKN1C
13825,DCTN5
13826,TMEM203
13827,TMEFF1
13828,ATG16L2
13829,RIPPLY2
13830,CIP2A
13831,THAP1
13832,NINJ2
13833,CATSPER3
13834,HS1BP3
13835,MIXL1
13836,MSR1
13837,MIR217
13838,ACVR1
13839,N4BP2
13840,PTRH1
13841,TTTY4
13842,TMC3
13843,ACSBG1
13844,C1QL4
13845,CCT4
13846,LEKR1
13847,PANK2
13848,CIB1
13849,VAMP2
13850,TRIM29
13851,ITGA6
13852,FGF16
13853,DLGAP3
13854,ASB13
13855,SEPTIN11
13856,DAD1P1
13857,EEPD1
13858,UGT1A7
13859,LCE3D
13860,SMAD4
13861,CTAGE1
13862,GNAT2
13863,PNPLA6
13864,PLGLB1
13865,INO80B
13866,NCALD
13867,REP15
13868,MIR520C
13869,YTHDC1
13870,PTPN1
13871,KIF13B
13872,CMTM8
13873,MT-TS1
13874,VCX3B
13875,ZFY
13876,ANLN
13877,PLXNA1
13878,CISD3
13879,PEX12
13880,PSMA5
13881,STAC3
13882,CLIC6
13883,MTRES1
13884,VPS33B
13885,PCNX2
13886,MIR196A2
13887,MFSD2B
13888,WNT5A
13889,DAD1
13890,ACTR1A
13891,CDCA7
13892,LIN9
13893,CALB2
13894,FBN1
13895,TMEM260
13896,RMND5A
13897,RPL27
13898,PHEX
13899,AP1S3
13900,OGN
13901,NEK2
13902,NAPA
13903,SEC14L5
13904,LRRC2
13905,ACOX2
13906,TXNDC12
13907,MYEF2
13908,CDH17
13909,WBP11
13910,DNPEP
13911,STAC
13912,DVL1
13913,TEKT1
13914,IDI2-AS1
13915,F10
13916,MTG1
13917,ALDOA
13918,CCL5
13919,KDELR2
13920,LCN8
13921,HIBADH
13922,NR6A1
13923,CKLF
13924,PRG4
13925,NR1I2
13926,STT3B
13927,MT-TL1
13928,MRGPRD
13929,SCN5A
13930,MIR532
13931,CITED4
13932,FBXW8
13933,SOCS2-AS1
13934,PTMS
13935,FBXO39
13936,ARSK
13937,ZSCAN21
13938,CTSF
13939,SLC9A6
13940,MYO19
13941,CDHR5
13942,TESK1
13943,TINF2
13944,MIR4435-2HG
13945,MIR33A
13946,RBBP6
13947,AGER
13948,LEPROTL1
13949,TBC1D3B
13950,IL12B
13951,A2M
13952,RNH1
13953,GTF2F1
13954,COMMD6
13955,PGLYRP4
13956,MPPED1
13957,SCD
13958,H1-4
13959,SPG11
13960,TRMT5
13961,DUSP10
13962,LINC01018
13963,ZMYM2
13964,SPTBN1
13965,BMP4
13966,PAPSS2
13967,PSENEN
13968,ARHGAP17
13969,BEST2
13970,GOLGA8B
13971,PARD3
13972,SLC2A7
13973,ADAMTS20
13974,MTSS1
13975,UMODL1
13976,FBL
13977,SCO1
13978,C14orf179
13979,ABRAXAS2
13980,LARP4B
13981,SH2B2
13982,ZNF235
13983,CREB3L2
13984,KLF11
13985,GTF3C4
13986,SERPINA10
13987,ACAP2
13988,FXR1
13989,CHRNA9
13990,PRPF40A
13991,KICS2
13992,CSH2
13993,CT45A3
13994,FOXE3
13995,HSPA12A
13996,ILRUN
13997,GAS5
13998,LGALSL
13999,CDK5RAP1
14000,SLC25A4
14001,KRT33B
14002,SH2D2A
14003,ATL2
14004,ARHGAP24
14005,RRP36
14006,LRRC37B
14007,NCBP3
14008,KLHL31
14009,NAXD
14010,NBPF8
14011,BDKRB2
14012,CCNB3
14013,MIR424
14014,CT47A7
14015,CTSD
14016,BCL11B
14017,PPP1R10
14018,POLR2J2
14019,HAO2
14020,VWA1
14021,PLA1A
14022,LIPM
14023,CENPT
14024,CXXC4
14025,SIDT2
14026,NDUFS6
14027,MYO1A
14028,PRDX3
14029,SPRR2B
14030,RNF135
14031,ERBB3
14032,GGNBP2
14033,C20orf85
14034,BEST3
14035,GPR83
14036,COPB1
14037,MIR219A1
14038,RGL4
14039,ZNF445
14040,HIPK4
14041,CCDC63
14042,APCS
14043,EFHC2
14044,SLC15A1
14045,SIVA1
14046,CYP1A1
14047,LMNB1
14048,TRR-TCG4-1
14049,PSG2
14050,SPINK5
14051,HTR3E
14052,MIR490
14053,CSDC2
14054,HTR6
14055,ZP4
14056,AHCYL1
14057,SMYD4
14058,HIF1A-AS2
14059,SRSF9
14060,ARL14
14061,SLFN12L
14062,CLSPN
14063,KCNS3
14064,ADAMTS4
14065,RPE65
14066,ADSL
14067,IFT57
14068,GRIK3
14069,ANXA1
14070,CLEC5A
14071,KDM2B
14072,NFATC1
14073,FBXO17
14074,IMPG2
14075,MYSM1
14076,ACVRL1
14077,JARID2
14078,AATK
14079,RMDN2
14080,TRPM4
14081,MIR146A
14082,VAMP5
14083,MIR21
14084,PRXL2A
14085,KCNJ9
14086,MTX2
14087,H2AC21
14088,HUS1B
14089,SFRP2
14090,ARPC1B
14091,SLC26A2
14092,FKBP4
14093,THAP11
14094,PRDX1
14095,GCLC
14096,STRADA
14097,ARSF
14098,GAGE12E
14099,MYO18A
14100,TEN1
14101,ZNRF2
14102,KCNQ1OT1
14103,GHRH
14104,SDC4
14105,NR1D2
14106,IL20RA
14107,ATP9A
14108,PEX5L
14109,TIMP2
14110,CDKAL1
14111,CACNA1B
14112,ANKRA2
14113,SLIT1
14114,L3MBTL2
14115,SEC61B
14116,NUTM2B-AS1
14117,BTBD1
14118,NMUR2
14119,PCDHA2
14120,CTNNAL1
14121,FAM90A1
14122,EPPIN
14123,NDUFA5
14124,SRY
14125,MGST3
14126,NUP35
14127,PES1
14128,GABRP
14129,ANKRD18B
14130,TMC1
14131,LUM
14132,SP140
14133,FGF14
14134,PCDHGA2
14135,FUT7
14136,FXYD3
14137,TAFA3
14138,PPP2R5C
14139,ACY1
14140,EDEM1
14141,RALGAPA2
14142,ESR2
14143,CELF2
14144,MMP15
14145,ACTB
14146,PPP2R1B
14147,TRIM11
14148,CTDSPL2
14149,ITGA11
14150,NR1H3
14151,FNBP4
14152,CD40
14153,AKAP1
14154,FGF7
14155,GPBP1
14156,SLC39A5
14157,ALCAM
14158,C11orf24
14159,LPAL2
14160,PLSCR3
14161,PRDM13
14162,KAT6B
14163,NOP58
14164,TXK
14165,EXOC6
14166,GSN
14167,SNORD22
14168,SCN4A
14169,ATG13
14170,MTRNR2L1
14171,ATP5MG
14172,RPL31
14173,BTAF1
14174,IHH
14175,CD47
14176,ZNF444
14177,UQCR10
14178,TOE1
14179,DUSP9
14180,PAX8
14181,SCGB1D4
14182,ANGPTL2
14183,HNMT
14184,NFX1
14185,PPP1R8
14186,GMEB2
14187,ZBTB1
14188,PSTPIP1
14189,PHLDB2
14190,LSM8
14191,ABLIM1
14192,GRIP1
14193,FAM72D
14194,MIR26B
14195,FRG2
14196,DMBX1
14197,COASY
14198,BTN3A3
14199,FBXL13
14200,GNAO1
14201,TAMM41
14202,INSR
14203,RTL8C
14204,HGF
14205,LRP8
14206,GPHB5
14207,CLCNKB
14208,FOXN1
14209,SPATA6
14210,PLAC8
14211,UGT2A3
14212,ADM2
14213,SLURP1
14214,CLCF1
14215,OSBPL9
14216,CSF1
14217,ICAM2
14218,ZNF827
14219,GAGE5
14220,HOOK2
14221,ATOH7
14222,ATG4B
14223,GRXCR2
14224,HABP2
14225,RFC5
14226,MYD88
14227,CLEC6A
14228,EPHB6
14229,TAF1
14230,NCBP2
14231,NBR2
14232,BUB1B
14233,PIWIL3
14234,FAAHP1
14235,RPL23A
14236,MYLPF
14237,PCNT
14238,LMBRD2
14239,SCRG1
14240,DDX1
14241,RAPH1
14242,CEP250
14243,EXT1
14244,GIPC1
14245,CUX1
14246,MRPS18A
14247,AP5B1
14248,POLM
14249,AQP1
14250,HNRNPAB
14251,ESRG
14252,DMRTC2
14253,ZNF420
14254,CHIC2
14255,LDHA
14256,MCHR1
14257,GIMAP2
14258,FEZF2
14259,ADH4
14260,SLC22A12
14261,OTUB2
14262,CPLANE1
14263,B4GALT7
14264,SNORD50A
14265,ADGRA2
14266,FBXO22OS
14267,PEX11A
14268,LGALS12
14269,USP18
14270,DDX41
14271,ERVK-6
14272,MIR10A
14273,AFM
14274,GDF2
14275,PRELID3A
14276,ATP5G3
14277,OTX1
14278,GPR137B
14279,MIR502
14280,LEFTY2
14281,POLD1
14282,GBF1
14283,CHRND
14284,THSD4
14285,PLCL1
14286,XBP1
14287,ACAT2
14288,DUSP6
14289,MED12L
14290,KLHL8
14291,LARP7
14292,PLEKHF1
14293,WDR43
14294,PLCXD3
14295,CCDC58
14296,POLE2
14297,SESN1
14298,NHP2
14299,TRIM44
14300,DIP2A
14301,DYNC1H1
14302,RELB
14303,TACSTD2
14304,SOD2
14305,SGF29
14306,RNF141
14307,ADAMTS1
14308,PDYN
14309,HLA-B
14310,ATXN3
14311,FGF21
14312,TECR
14313,VDAC3
14314,PLA2G6
14315,CTNNA3
14316,STXBP5
14317,SMPD2
14318,IRAK1BP1
14319,MRPS16
14320,NLGN4X
14321,TMPRSS15
14322,RPS6
14323,RIPK1
14324,CFAP57
14325,HINT1
14326,CORO1C
